7.33187,0.0
7.33237,0.0
7.33287,0.0
7.33337,0.0
7.33387,0.0
7.33437,4.4408920985e-16
7.33487,4.4408920985e-16
7.33537,4.4408920985e-16
7.33587,4.4408920985e-16
7.33637,8.881784197e-16
7.33687,8.881784197e-16
7.33737,8.881784197e-16
7.33787,8.881784197e-16
7.33837,8.881784197e-16
7.33887,1.33226762955e-15
7.33937,1.33226762955e-15
7.33987,1.33226762955e-15
7.34037,1.33226762955e-15
7.34087,1.33226762955e-15
7.34137,1.7763568394e-15
7.34187,1.7763568394e-15
7.34237,1.7763568394e-15
7.34287,1.7763568394e-15
7.34337,1.7763568394e-15
7.34387,2.22044604925e-15
7.34437,2.22044604925e-15
7.34487,2.22044604925e-15
7.34537,2.22044604925e-15
7.34587,2.6645352591e-15
7.34637,2.6645352591e-15
7.34687,2.6645352591e-15
7.34737,2.6645352591e-15
7.34787,2.6645352591e-15
7.34837,3.10862446895e-15
7.34887,3.10862446895e-15
7.34937,3.10862446895e-15
7.34987,3.10862446895e-15
7.35037,3.10862446895e-15
7.35087,3.5527136788e-15
7.35137,3.5527136788e-15
7.35187,3.5527136788e-15
7.35237,3.5527136788e-15
7.35287,3.99680288865e-15
7.35337,3.99680288865e-15
7.35387,3.99680288865e-15
7.35437,3.99680288865e-15
7.35487,3.99680288865e-15
7.35537,4.4408920985e-15
7.35587,4.4408920985e-15
7.35637,4.4408920985e-15
7.35687,4.4408920985e-15
7.35737,4.4408920985e-15
7.35787,4.88498130835e-15
7.35837,4.88498130835e-15
7.35887,4.88498130835e-15
7.35937,4.88498130835e-15
7.35987,5.3290705182e-15
7.36037,5.3290705182e-15
7.36087,5.3290705182e-15
7.36137,5.3290705182e-15
7.36187,5.3290705182e-15
7.36237,5.77315972805e-15
7.36287,5.77315972805e-15
7.36337,5.77315972805e-15
7.36387,5.77315972805e-15
7.36437,5.77315972805e-15
7.36487,6.2172489379e-15
