#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_the_thp[f,19]/    sig_the_Ef[f,20]/     sig_the_Eb[f,21]/      sig_thp_Ef[f,22]/      sig_thp_Eb[f,23]/      sig_Ef_Eb[f,24]/      sig_tot[f,25]/ 
505   0.940000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
526   0.980000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
547   1.020000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
568   1.060000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
589   1.100000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
610   1.140000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
631   1.180000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
23   0.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
44   0.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
65   0.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
86   0.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
107   0.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
128   0.220000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
149   0.260000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
170   0.300000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
191   0.340000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
212   0.380000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
233   0.420000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
254   0.460000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
275   0.500000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
296   0.540000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
317   0.580000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
338   0.620000   15.000000   -1.322e+01   -1.140e+00   -4.400e-01   -1.289e+00   -2.779e-01   -1.313e+00   1.298e+01   -2.630e-01   -2.194e+00   -0.000e+00   -5.625e-01   -3.054e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.090e+00  2.875e-01   -2.425e+00   -8.945e+00   -1.114e-01   -4.505e-01   2.349e+00   5.440e-01
359   0.660000   15.000000   -1.401e+01   -9.070e-01   -4.802e-01   -1.450e+00   -2.180e-01   -1.049e+00   1.373e+01   -2.870e-01   -2.324e+00   -0.000e+00   -6.249e-01   -3.434e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.281e+00  3.425e-01   -2.854e+00   -1.034e+01   -1.392e-01   -5.528e-01   2.847e+00   6.448e-01
380   0.700000   15.000000   -1.483e+01   -1.302e+00   -5.219e-01   -1.602e+00   -3.320e-01   -1.505e+00   1.471e+01   -3.127e-01   -2.461e+00   -0.000e+00   -6.915e-01   -3.795e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.485e+00  4.008e-01   -3.344e+00   -1.193e+01   -1.702e-01   -6.656e-01   3.433e+00   7.605e-01
401   0.740000   15.000000   -1.597e+01   -1.497e+00   -5.649e-01   -1.786e+00   -3.935e-01   -1.735e+00   1.580e+01   -3.413e-01   -2.650e+00   -0.000e+00   -7.625e-01   -4.232e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.713e+00  4.813e-01   -3.970e+00   -1.402e+01   -2.092e-01   -8.101e-01   4.131e+00   8.612e-01
422   0.780000   15.000000   -1.720e+01   -1.817e+00   -6.219e-01   -2.023e+00   -4.914e-01   -2.111e+00   1.698e+01   -3.774e-01   -2.854e+00   -0.000e+00   -8.536e-01   -4.791e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.000e+00  5.867e-01   -4.786e+00   -1.670e+01   -2.652e-01   -1.014e+00   5.114e+00   1.018e+00
443   0.820000   15.000000   -1.844e+01   -2.172e+00   -6.883e-01   -2.284e+00   -6.022e-01   -2.528e+00   1.840e+01   -4.192e-01   -3.060e+00   -0.000e+00   -9.592e-01   -5.412e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.332e+00  7.106e-01   -5.767e+00   -1.989e+01   -3.366e-01   -1.272e+00   6.383e+00   1.228e+00
464   0.860000   15.000000   -1.974e+01   -2.712e+00   -7.275e-01   -2.499e+00   -7.689e-01   -3.160e+00   1.988e+01   -4.504e-01   -3.275e+00   -0.000e+00   -1.024e+00   -5.921e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.580e+00  8.320e-01   -6.592e+00   -2.287e+01   -3.933e-01   -1.496e+00   7.325e+00   1.322e+00
485   0.900000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
506   0.940000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
527   0.980000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
548   1.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
569   1.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
590   1.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
611   1.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
632   1.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
24   0.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
45   0.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
66   0.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
87   0.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
108   0.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
129   0.220000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
150   0.260000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
171   0.300000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
192   0.340000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
213   0.380000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
234   0.420000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
255   0.460000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
276   0.500000   25.000000   -9.884e+00   -1.127e+00   -1.191e-01   -1.290e+00   -2.622e-01   -1.293e+00   9.202e+00   -1.748e-01   -1.640e+00   -0.000e+00   -1.489e-01   -3.055e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.389e+00  2.150e-01   -4.797e-01   -4.444e+00   -2.950e-02   -2.995e-01   4.132e-01   3.316e-01
297   0.540000   25.000000   -1.006e+01   -1.444e+00   -1.207e-01   -1.348e+00   -3.502e-01   -1.658e+00   9.322e+00   -1.812e-01   -1.669e+00   -0.000e+00   -1.531e-01   -3.194e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.440e+00  2.288e-01   -5.021e-01   -4.689e+00   -3.171e-02   -3.246e-01   4.404e-01   3.274e-01
318   0.580000   25.000000   -1.028e+01   -1.704e+00   -1.243e-01   -1.415e+00   -4.289e-01   -1.956e+00   9.626e+00   -1.902e-01   -1.706e+00   -0.000e+00   -1.598e-01   -3.353e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.512e+00  2.455e-01   -5.358e-01   -5.031e+00   -3.475e-02   -3.576e-01   4.826e-01   3.207e-01
339   0.620000   25.000000   -1.076e+01   -2.019e+00   -1.233e-01   -1.537e+00   -5.169e-01   -2.324e+00   9.866e+00   -2.003e-01   -1.785e+00   -0.000e+00   -1.612e-01   -3.642e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.592e+00  2.790e-01   -5.656e-01   -5.543e+00   -3.808e-02   -4.091e-01   5.127e-01   3.391e-01
360   0.660000   25.000000   -1.137e+01   -2.300e+00   -1.267e-01   -1.697e+00   -6.022e-01   -2.656e+00   1.029e+01   -2.151e-01   -1.886e+00   -0.000e+00   -1.688e-01   -4.019e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.710e+00  3.252e-01   -6.256e-01   -6.289e+00   -4.400e-02   -4.849e-01   5.765e-01   3.569e-01
381   0.700000   25.000000   -1.191e+01   -2.588e+00   -1.320e-01   -1.882e+00   -6.973e-01   -2.993e+00   1.087e+01   -2.334e-01   -1.976e+00   -0.000e+00   -1.795e-01   -4.457e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.855e+00  3.780e-01   -6.970e-01   -7.151e+00   -5.188e-02   -5.835e-01   6.651e-01   3.703e-01
402   0.740000   25.000000   -1.255e+01   -2.864e+00   -1.333e-01   -2.059e+00   -7.878e-01   -3.322e+00   1.138e+01   -2.499e-01   -2.083e+00   -0.000e+00   -1.849e-01   -4.878e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.986e+00  4.360e-01   -7.567e-01   -8.069e+00   -5.849e-02   -6.837e-01   7.336e-01   3.951e-01
423   0.780000   25.000000   -1.336e+01   -3.236e+00   -1.365e-01   -2.291e+00   -9.087e-01   -3.766e+00   1.203e+01   -2.713e-01   -2.217e+00   -0.000e+00   -1.930e-01   -5.427e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.156e+00  5.162e-01   -8.405e-01   -9.324e+00   -6.790e-02   -8.257e-01   8.311e-01   4.293e-01
444   0.820000   25.000000   -1.414e+01   -3.700e+00   -1.390e-01   -2.535e+00   -1.063e+00   -4.313e+00   1.283e+01   -2.961e-01   -2.346e+00   -0.000e+00   -1.997e-01   -6.006e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.353e+00  6.046e-01   -9.204e-01   -1.077e+01   -7.777e-02   -9.975e-01   9.386e-01   4.696e-01
465   0.860000   25.000000   -1.491e+01   -4.247e+00   -1.269e-01   -2.741e+00   -1.235e+00   -4.964e+00   1.345e+01   -3.130e-01   -2.474e+00   -0.000e+00   -1.848e-01   -6.494e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.488e+00  6.894e-01   -8.987e-01   -1.201e+01   -7.783e-02   -1.140e+00   9.185e-01   5.011e-01
486   0.900000   25.000000   -1.579e+01   -5.029e+00   -1.061e-01   -3.002e+00   -1.477e+00   -5.890e+00   1.409e+01   -3.337e-01   -2.620e+00   -0.000e+00   -1.567e-01   -7.112e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.652e+00  7.995e-01   -8.065e-01   -1.355e+01   -7.226e-02   -1.331e+00   8.300e-01   5.420e-01
507   0.940000   25.000000   -1.658e+01   -6.005e+00   -8.665e-02   -3.250e+00   -1.805e+00   -7.042e+00   1.502e+01   -3.591e-01   -2.751e+00   -0.000e+00   -1.296e-01   -7.699e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.854e+00  9.088e-01   -7.006e-01   -1.532e+01   -6.471e-02   -1.551e+00   7.389e-01   5.824e-01
528   0.980000   25.000000   -1.761e+01   -7.162e+00   -6.862e-02   -3.468e+00   -2.173e+00   -8.411e+00   1.596e+01   -3.827e-01   -2.921e+00   -0.000e+00   -1.039e-01   -8.216e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.042e+00  1.030e+00   -5.963e-01   -1.733e+01   -5.535e-02   -1.764e+00   6.312e-01   6.201e-01
549   1.020000   25.000000   -2.307e+01   -1.052e+01   -7.123e-02   -4.479e+00   -3.180e+00   -1.245e+01   1.926e+01   -4.855e-01   -3.827e+00   -0.000e+00   -1.093e-01   -1.061e+00   -0.000e+00   -0.000e+00   0.000e+00   -3.859e+00  1.742e+00   -8.222e-01   -2.881e+01   -7.523e-02   -2.889e+00   8.428e-01   8.159e-01
570   1.060000   25.000000   -7.827e+01   -3.953e+01   -2.122e-01   -1.581e+01   -1.182e+01   -4.729e+01   5.693e+01   -1.578e+00   -1.298e+01   -0.000e+00   -3.298e-01   -3.746e+00   -0.000e+00   -0.000e+00   0.000e+00   -1.254e+01  2.087e+01   -8.415e+00   -3.177e+02   -8.012e-01   -3.316e+01   8.262e+00   3.022e+00
591   1.100000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
612   1.140000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
633   1.180000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
25   0.020000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
46   0.060000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
67   0.100000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
88   0.140000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
109   0.180000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
130   0.220000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
151   0.260000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
172   0.300000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
193   0.340000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
214   0.380000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
235   0.420000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
256   0.460000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
277   0.500000   35.000000   -8.342e+00   -1.242e+00   7.820e-02   -1.484e+00   -2.970e-01   -1.430e+00   7.191e+00   -1.386e-01   -1.384e+00   -0.000e+00   1.014e-01   -3.516e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.102e+00  2.088e-01   2.758e-01   -2.974e+00   2.312e-02   -2.733e-01   -2.231e-01   5.478e-01
298   0.540000   35.000000   -8.463e+00   -1.560e+00   8.012e-02   -1.538e+00   -3.877e-01   -1.799e+00   7.282e+00   -1.436e-01   -1.404e+00   -0.000e+00   1.058e-01   -3.643e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.141e+00  2.195e-01   2.919e-01   -3.126e+00   2.499e-02   -2.934e-01   -2.412e-01   5.419e-01
319   0.580000   35.000000   -8.359e+00   -1.855e+00   1.120e-01   -1.606e+00   -4.739e-01   -2.142e+00   7.128e+00   -1.426e-01   -1.387e+00   -0.000e+00   1.506e-01   -3.805e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.133e+00  2.264e-01   4.103e-01   -3.066e+00   3.714e-02   -3.043e-01   -3.408e-01   5.813e-01
340   0.620000   35.000000   -8.549e+00   -2.282e+00   1.396e-01   -1.730e+00   -5.947e-01   -2.641e+00   7.128e+00   -1.466e-01   -1.418e+00   -0.000e+00   1.905e-01   -4.098e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.165e+00  2.494e-01   5.308e-01   -3.223e+00   5.061e-02   -3.369e-01   -4.433e-01   6.327e-01
361   0.660000   35.000000   -8.801e+00   -2.698e+00   1.678e-01   -1.874e+00   -7.151e-01   -3.130e+00   7.214e+00   -1.517e-01   -1.460e+00   -0.000e+00   2.328e-01   -4.438e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.206e+00  2.781e-01   6.678e-01   -3.434e+00   6.699e-02   -3.776e-01   -5.606e-01   6.909e-01
382   0.700000   35.000000   -9.001e+00   -3.124e+00   1.996e-01   -2.024e+00   -8.514e-01   -3.629e+00   7.357e+00   -1.588e-01   -1.493e+00   -0.000e+00   2.820e-01   -4.794e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.262e+00  3.072e-01   8.274e-01   -3.676e+00   8.766e-02   -4.270e-01   -7.109e-01   7.350e-01
403   0.740000   35.000000   -9.236e+00   -3.503e+00   2.293e-01   -2.171e+00   -9.723e-01   -4.085e+00   7.437e+00   -1.643e-01   -1.532e+00   -0.000e+00   3.308e-01   -5.143e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.306e+00  3.382e-01   9.961e-01   -3.903e+00   1.103e-01   -4.739e-01   -8.630e-01   7.948e-01
424   0.780000   35.000000   -9.597e+00   -3.960e+00   2.627e-01   -2.367e+00   -1.121e+00   -4.635e+00   7.620e+00   -1.738e-01   -1.592e+00   -0.000e+00   3.874e-01   -5.609e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.381e+00  3.832e-01   1.212e+00   -4.290e+00   1.409e-01   -5.467e-01   -1.069e+00   8.591e-01
445   0.820000   35.000000   -9.941e+00   -4.393e+00   3.034e-01   -2.581e+00   -1.275e+00   -5.156e+00   7.832e+00   -1.835e-01   -1.649e+00   -0.000e+00   4.574e-01   -6.113e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.458e+00  4.326e-01   1.482e+00   -4.692e+00   1.813e-01   -6.292e-01   -1.333e+00   9.341e-01
466   0.860000   35.000000   -1.026e+01   -4.820e+00   3.409e-01   -2.767e+00   -1.417e+00   -5.680e+00   7.947e+00   -1.907e-01   -1.702e+00   -0.000e+00   5.242e-01   -6.555e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.516e+00  4.788e-01   1.754e+00   -5.033e+00   2.228e-01   -7.011e-01   -1.587e+00   1.017e+00
487   0.900000   35.000000   -1.071e+01   -5.350e+00   3.935e-01   -3.030e+00   -1.597e+00   -6.331e+00   8.119e+00   -2.000e-01   -1.777e+00   -0.000e+00   6.177e-01   -7.179e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.590e+00  5.473e-01   2.156e+00   -5.509e+00   2.876e-01   -8.053e-01   -1.961e+00   1.138e+00
