#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_the_thp[f,19]/    sig_the_Ef[f,20]/     sig_the_Eb[f,21]/      sig_thp_Ef[f,22]/      sig_thp_Eb[f,23]/      sig_Ef_Eb[f,24]/      sig_tot[f,25]/ 
505   0.940000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
526   0.980000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
547   1.020000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
568   1.060000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
589   1.100000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
610   1.140000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
631   1.180000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
23   0.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
44   0.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
65   0.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
86   0.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
107   0.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
128   0.220000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
149   0.260000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
170   0.300000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
191   0.340000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
212   0.380000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
233   0.420000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
254   0.460000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
275   0.500000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
296   0.540000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
317   0.580000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
338   0.620000   15.000000   -1.277e+01   -2.970e-01   -4.201e-01   -1.259e+00   -5.037e-02   -3.466e-01   1.265e+01   -2.541e-01   -2.118e+00   -0.000e+00   -5.356e-01   -2.983e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.020e+00  2.711e-01   -2.229e+00   -8.343e+00   -1.036e-01   -4.252e-01   2.160e+00   5.201e-01
359   0.660000   15.000000   -1.403e+01   -1.242e+00   -4.848e-01   -1.400e+00   -3.096e-01   -1.432e+00   1.377e+01   -2.850e-01   -2.327e+00   -0.000e+00   -6.282e-01   -3.317e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.265e+00  3.312e-01   -2.872e+00   -1.028e+01   -1.351e-01   -5.303e-01   2.842e+00   6.358e-01
380   0.700000   15.000000   -1.487e+01   -1.289e+00   -5.215e-01   -1.602e+00   -3.289e-01   -1.491e+00   1.479e+01   -3.125e-01   -2.468e+00   -0.000e+00   -6.915e-01   -3.795e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.484e+00  4.019e-01   -3.353e+00   -1.196e+01   -1.702e-01   -6.652e-01   3.431e+00   7.543e-01
401   0.740000   15.000000   -1.604e+01   -1.602e+00   -5.713e-01   -1.779e+00   -4.233e-01   -1.856e+00   1.588e+01   -3.424e-01   -2.661e+00   -0.000e+00   -7.706e-01   -4.215e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.721e+00  4.812e-01   -4.029e+00   -1.412e+01   -2.106e-01   -8.094e-01   4.189e+00   8.681e-01
422   0.780000   15.000000   -1.722e+01   -1.797e+00   -6.238e-01   -2.023e+00   -4.859e-01   -2.089e+00   1.700e+01   -3.780e-01   -2.856e+00   -0.000e+00   -8.568e-01   -4.791e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.004e+00  5.873e-01   -4.809e+00   -1.674e+01   -2.662e-01   -1.016e+00   5.141e+00   1.023e+00
443   0.820000   15.000000   -1.841e+01   -2.186e+00   -6.856e-01   -2.281e+00   -6.062e-01   -2.546e+00   1.833e+01   -4.183e-01   -3.055e+00   -0.000e+00   -9.560e-01   -5.404e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.325e+00  7.084e-01   -5.739e+00   -1.981e+01   -3.350e-01   -1.268e+00   6.349e+00   1.223e+00
464   0.860000   15.000000   -1.969e+01   -2.626e+00   -7.226e-01   -2.506e+00   -7.431e-01   -3.060e+00   1.981e+01   -4.493e-01   -3.267e+00   -0.000e+00   -1.018e+00   -5.936e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.571e+00  8.321e-01   -6.536e+00   -2.276e+01   -3.919e-01   -1.496e+00   7.263e+00   1.314e+00
485   0.900000   15.000000   -2.076e+01   -3.348e+00   -7.490e-01   -2.725e+00   -9.643e-01   -3.903e+00   2.096e+01   -4.776e-01   -3.445e+00   -0.000e+00   -1.062e+00   -6.455e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.796e+00  9.543e-01   -7.186e+00   -2.551e+01   -4.444e-01   -1.729e+00   8.049e+00   1.399e+00
506   0.940000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
527   0.980000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
548   1.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
569   1.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
590   1.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
611   1.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
632   1.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
24   0.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
45   0.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
66   0.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
87   0.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
108   0.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
129   0.220000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
150   0.260000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
171   0.300000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
192   0.340000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
213   0.380000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
234   0.420000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
255   0.460000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
276   0.500000   25.000000   -9.912e+00   -1.112e+00   -1.220e-01   -1.293e+00   -2.594e-01   -1.276e+00   9.225e+00   -1.756e-01   -1.644e+00   -0.000e+00   -1.532e-01   -3.064e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.396e+00  2.162e-01   -4.950e-01   -4.477e+00   -3.043e-02   -3.017e-01   4.271e-01   3.294e-01
297   0.540000   25.000000   -1.008e+01   -1.397e+00   -1.235e-01   -1.349e+00   -3.381e-01   -1.604e+00   9.351e+00   -1.821e-01   -1.673e+00   -0.000e+00   -1.568e-01   -3.197e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.447e+00  2.295e-01   -5.153e-01   -4.723e+00   -3.249e-02   -3.265e-01   4.532e-01   3.247e-01
318   0.580000   25.000000   -1.028e+01   -1.677e+00   -1.238e-01   -1.416e+00   -4.217e-01   -1.925e+00   9.620e+00   -1.902e-01   -1.706e+00   -0.000e+00   -1.593e-01   -3.355e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.512e+00  2.457e-01   -5.341e-01   -5.031e+00   -3.466e-02   -3.579e-01   4.810e-01   3.210e-01
339   0.620000   25.000000   -1.076e+01   -2.024e+00   -1.232e-01   -1.537e+00   -5.181e-01   -2.329e+00   9.866e+00   -2.001e-01   -1.785e+00   -0.000e+00   -1.611e-01   -3.640e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.590e+00  2.789e-01   -5.651e-01   -5.538e+00   -3.803e-02   -4.086e-01   5.118e-01   3.397e-01
360   0.660000   25.000000   -1.136e+01   -2.312e+00   -1.267e-01   -1.691e+00   -6.056e-01   -2.669e+00   1.028e+01   -2.151e-01   -1.884e+00   -0.000e+00   -1.688e-01   -4.007e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.710e+00  3.239e-01   -6.249e-01   -6.283e+00   -4.386e-02   -4.834e-01   5.765e-01   3.557e-01
381   0.700000   25.000000   -1.192e+01   -2.586e+00   -1.343e-01   -1.880e+00   -6.967e-01   -2.990e+00   1.089e+01   -2.340e-01   -1.978e+00   -0.000e+00   -1.826e-01   -4.455e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.860e+00  3.781e-01   -7.098e-01   -7.176e+00   -5.275e-02   -5.847e-01   6.784e-01   3.695e-01
402   0.740000   25.000000   -1.254e+01   -2.871e+00   -1.324e-01   -2.060e+00   -7.901e-01   -3.331e+00   1.137e+01   -2.499e-01   -2.081e+00   -0.000e+00   -1.837e-01   -4.880e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.986e+00  4.357e-01   -7.509e-01   -8.062e+00   -5.811e-02   -6.839e-01   7.286e-01   3.950e-01
423   0.780000   25.000000   -1.336e+01   -3.229e+00   -1.357e-01   -2.294e+00   -9.064e-01   -3.759e+00   1.202e+01   -2.715e-01   -2.217e+00   -0.000e+00   -1.918e-01   -5.433e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.158e+00  5.168e-01   -8.356e-01   -9.330e+00   -6.759e-02   -8.274e-01   8.268e-01   4.296e-01
444   0.820000   25.000000   -1.412e+01   -3.718e+00   -1.373e-01   -2.534e+00   -1.069e+00   -4.334e+00   1.282e+01   -2.956e-01   -2.343e+00   -0.000e+00   -1.972e-01   -6.004e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.349e+00  6.036e-01   -9.081e-01   -1.074e+01   -7.678e-02   -9.953e-01   9.256e-01   4.689e-01
465   0.860000   25.000000   -1.490e+01   -4.279e+00   -1.252e-01   -2.738e+00   -1.244e+00   -5.002e+00   1.342e+01   -3.131e-01   -2.471e+00   -0.000e+00   -1.824e-01   -6.485e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.488e+00  6.878e-01   -8.856e-01   -1.200e+01   -7.669e-02   -1.139e+00   9.065e-01   5.006e-01
486   0.900000   25.000000   -1.579e+01   -5.041e+00   -1.068e-01   -2.999e+00   -1.482e+00   -5.907e+00   1.409e+01   -3.342e-01   -2.620e+00   -0.000e+00   -1.577e-01   -7.104e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.656e+00  7.986e-01   -8.118e-01   -1.357e+01   -7.265e-02   -1.332e+00   8.367e-01   5.416e-01
507   0.940000   25.000000   -1.660e+01   -5.993e+00   -8.861e-02   -3.252e+00   -1.801e+00   -7.024e+00   1.504e+01   -3.598e-01   -2.755e+00   -0.000e+00   -1.325e-01   -7.703e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.860e+00  9.105e-01   -7.170e-01   -1.537e+01   -6.617e-02   -1.554e+00   7.566e-01   5.831e-01
528   0.980000   25.000000   -1.762e+01   -7.214e+00   -7.248e-02   -3.457e+00   -2.190e+00   -8.474e+00   1.599e+01   -3.842e-01   -2.923e+00   -0.000e+00   -1.098e-01   -8.189e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.054e+00  1.027e+00   -6.307e-01   -1.741e+01   -5.831e-02   -1.765e+00   6.698e-01   6.191e-01
549   1.020000   25.000000   -2.302e+01   -1.031e+01   -6.273e-02   -4.516e+00   -3.117e+00   -1.220e+01   1.917e+01   -4.840e-01   -3.818e+00   -0.000e+00   -9.630e-02   -1.070e+00   -0.000e+00   -0.000e+00   0.000e+00   -3.847e+00  1.753e+00   -7.225e-01   -2.865e+01   -6.681e-02   -2.904e+00   7.399e-01   8.237e-01
570   1.060000   25.000000   -8.044e+01   -4.059e+01   -2.250e-01   -1.627e+01   -1.213e+01   -4.856e+01   5.844e+01   -1.627e+00   -1.335e+01   -0.000e+00   -3.495e-01   -3.855e+00   -0.000e+00   -0.000e+00   0.000e+00   -1.293e+01  2.208e+01   -9.165e+00   -3.366e+02   -8.737e-01   -3.518e+01   9.028e+00   3.091e+00
591   1.100000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
612   1.140000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
633   1.180000   25.000000   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan   0.000e+00   0.000e+00   0.000e+00   0.000e+00   nan  0.000e+00   nan   nan   nan   nan   nan   nan
25   0.020000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
46   0.060000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
67   0.100000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
88   0.140000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
109   0.180000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
130   0.220000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
151   0.260000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
172   0.300000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
193   0.340000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
214   0.380000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
235   0.420000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
256   0.460000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
277   0.500000   35.000000   -8.629e+00   -1.307e+00   4.104e-02   -1.451e+00   -3.146e-01   -1.505e+00   7.552e+00   -1.461e-01   -1.432e+00   -0.000e+00   5.311e-02   -3.437e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.161e+00  2.111e-01   1.494e-01   -3.243e+00   1.184e-02   -2.816e-01   -1.232e-01   4.935e-01
298   0.540000   35.000000   -8.377e+00   -1.494e+00   9.079e-02   -1.549e+00   -3.704e-01   -1.723e+00   7.173e+00   -1.414e-01   -1.390e+00   -0.000e+00   1.201e-01   -3.670e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.124e+00  2.189e-01   3.281e-01   -3.047e+00   2.859e-02   -2.911e-01   -2.697e-01   5.582e-01
319   0.580000   35.000000   -8.377e+00   -1.869e+00   1.102e-01   -1.604e+00   -4.778e-01   -2.158e+00   7.151e+00   -1.431e-01   -1.390e+00   -0.000e+00   1.481e-01   -3.799e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.137e+00  2.266e-01   4.045e-01   -3.083e+00   3.649e-02   -3.049e-01   -3.365e-01   5.780e-01
340   0.620000   35.000000   -8.549e+00   -2.291e+00   1.397e-01   -1.729e+00   -5.970e-01   -2.651e+00   7.128e+00   -1.465e-01   -1.418e+00   -0.000e+00   1.906e-01   -4.096e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.164e+00  2.493e-01   5.311e-01   -3.221e+00   5.063e-02   -3.366e-01   -4.433e-01   6.334e-01
361   0.660000   35.000000   -8.789e+00   -2.687e+00   1.693e-01   -1.876e+00   -7.116e-01   -3.117e+00   7.202e+00   -1.517e-01   -1.458e+00   -0.000e+00   2.348e-01   -4.444e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.206e+00  2.781e-01   6.729e-01   -3.429e+00   6.767e-02   -3.781e-01   -5.656e-01   6.914e-01
382   0.700000   35.000000   -9.001e+00   -3.136e+00   1.990e-01   -2.022e+00   -8.549e-01   -3.643e+00   7.363e+00   -1.589e-01   -1.493e+00   -0.000e+00   2.811e-01   -4.790e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.263e+00  3.069e-01   8.249e-01   -3.679e+00   8.732e-02   -4.269e-01   -7.092e-01   7.333e-01
403   0.740000   35.000000   -9.242e+00   -3.508e+00   2.287e-01   -2.169e+00   -9.735e-01   -4.089e+00   7.448e+00   -1.649e-01   -1.533e+00   -0.000e+00   3.300e-01   -5.139e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.311e+00  3.381e-01   9.942e-01   -3.920e+00   1.100e-01   -4.753e-01   -8.639e-01   7.904e-01
424   0.780000   35.000000   -9.597e+00   -3.953e+00   2.633e-01   -2.369e+00   -1.118e+00   -4.625e+00   7.615e+00   -1.737e-01   -1.592e+00   -0.000e+00   3.883e-01   -5.611e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.381e+00  3.834e-01   1.215e+00   -4.288e+00   1.413e-01   -5.467e-01   -1.071e+00   8.608e-01
445   0.820000   35.000000   -9.935e+00   -4.385e+00   3.041e-01   -2.582e+00   -1.273e+00   -5.146e+00   7.827e+00   -1.836e-01   -1.648e+00   -0.000e+00   4.582e-01   -6.118e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.459e+00  4.327e-01   1.484e+00   -4.692e+00   1.818e-01   -6.300e-01   -1.336e+00   9.336e-01
466   0.860000   35.000000   -1.026e+01   -4.811e+00   3.416e-01   -2.768e+00   -1.415e+00   -5.669e+00   7.941e+00   -1.907e-01   -1.701e+00   -0.000e+00   5.256e-01   -6.557e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.516e+00  4.788e-01   1.757e+00   -5.030e+00   2.235e-01   -7.014e-01   -1.591e+00   1.017e+00
487   0.900000   35.000000   -1.071e+01   -5.339e+00   3.936e-01   -3.034e+00   -1.594e+00   -6.314e+00   8.113e+00   -2.001e-01   -1.777e+00   -0.000e+00   6.179e-01   -7.188e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.590e+00  5.480e-01   2.157e+00   -5.511e+00   2.880e-01   -8.068e-01   -1.963e+00   1.138e+00
