#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_the_thp[f,19]/    sig_the_Ef[f,20]/     sig_the_Eb[f,21]/      sig_thp_Ef[f,22]/      sig_thp_Eb[f,23]/      sig_Ef_Eb[f,24]/      sig_tot[f,25]/ 
505   0.940000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
526   0.980000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
547   1.020000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
568   1.060000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
589   1.100000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
610   1.140000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
631   1.180000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
23   0.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
44   0.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
65   0.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
86   0.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
107   0.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
128   0.220000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
149   0.260000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
170   0.300000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
191   0.340000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
212   0.380000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
233   0.420000   15.000000   -1.204e+01   -9.162e-01   -4.387e-01   -9.740e-01   -2.062e-01   -1.063e+00   1.249e+01   -2.348e-01   -1.998e+00   -0.000e+00   -5.609e-01   -2.307e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.866e+00  1.978e-01   -2.202e+00   -7.273e+00   -8.392e-02   -3.039e-01   2.091e+00   5.175e-01
254   0.460000   15.000000   -1.170e+01   -1.305e+00   -4.322e-01   -8.846e-01   -3.183e-01   -1.509e+00   1.213e+01   -2.306e-01   -1.941e+00   -0.000e+00   -5.597e-01   -2.096e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.833e+00  1.746e-01   -2.135e+00   -6.939e+00   -7.606e-02   -2.711e-01   2.049e+00   5.348e-01
275   0.500000   15.000000   -1.166e+01   -1.324e+00   -4.262e-01   -8.881e-01   -3.310e-01   -1.532e+00   1.191e+01   -2.318e-01   -1.934e+00   -0.000e+00   -5.601e-01   -2.104e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.842e+00  1.746e-01   -2.129e+00   -6.952e+00   -7.641e-02   -2.735e-01   2.061e+00   5.469e-01
296   0.540000   15.000000   -1.198e+01   -1.498e+00   -4.418e-01   -9.374e-01   -3.873e-01   -1.736e+00   1.207e+01   -2.427e-01   -1.988e+00   -0.000e+00   -5.915e-01   -2.221e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.929e+00  1.894e-01   -2.310e+00   -7.479e+00   -8.517e-02   -3.023e-01   2.279e+00   6.021e-01
317   0.580000   15.000000   -1.239e+01   -1.682e+00   -4.749e-01   -1.032e+00   -4.478e-01   -1.952e+00   1.263e+01   -2.613e-01   -2.056e+00   -0.000e+00   -6.462e-01   -2.445e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.077e+00  2.157e-01   -2.611e+00   -8.329e+00   -1.024e-01   -3.583e-01   2.681e+00   7.164e-01
338   0.620000   15.000000   -1.316e+01   -1.802e+00   -5.010e-01   -1.141e+00   -4.906e-01   -2.098e+00   1.321e+01   -2.789e-01   -2.183e+00   -0.000e+00   -6.936e-01   -2.702e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.217e+00  2.532e-01   -2.976e+00   -9.441e+00   -1.215e-01   -4.227e-01   3.071e+00   7.734e-01
359   0.660000   15.000000   -1.411e+01   -2.047e+00   -5.486e-01   -1.273e+00   -5.692e-01   -2.387e+00   1.403e+01   -3.043e-01   -2.340e+00   -0.000e+00   -7.695e-01   -3.016e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.419e+00  3.029e-01   -3.539e+00   -1.104e+01   -1.505e-01   -5.147e-01   3.717e+00   8.859e-01
380   0.700000   15.000000   -1.500e+01   -2.444e+00   -6.015e-01   -1.440e+00   -6.939e-01   -2.852e+00   1.506e+01   -3.341e-01   -2.489e+00   -0.000e+00   -8.514e-01   -3.412e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.655e+00  3.644e-01   -4.163e+00   -1.289e+01   -1.884e-01   -6.394e-01   4.516e+00   1.041e+00
401   0.740000   15.000000   -1.589e+01   -2.906e+00   -6.340e-01   -1.596e+00   -8.382e-01   -3.392e+00   1.607e+01   -3.575e-01   -2.637e+00   -0.000e+00   -9.026e-01   -3.780e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.841e+00  4.277e-01   -4.677e+00   -1.461e+01   -2.213e-01   -7.580e-01   5.123e+00   1.124e+00
422   0.780000   15.000000   -1.674e+01   -3.633e+00   -6.409e-01   -1.766e+00   -1.061e+00   -4.244e+00   1.678e+01   -3.758e-01   -2.777e+00   -0.000e+00   -9.195e-01   -4.185e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.987e+00  4.986e-01   -5.016e+00   -1.618e+01   -2.495e-01   -8.820e-01   5.486e+00   1.145e+00
443   0.820000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
464   0.860000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
485   0.900000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
506   0.940000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
527   0.980000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
548   1.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
569   1.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
590   1.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
611   1.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
632   1.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
24   0.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
45   0.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
66   0.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
87   0.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
108   0.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
129   0.220000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
150   0.260000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
171   0.300000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
192   0.340000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
213   0.380000   25.000000   -1.142e+01   -1.609e+00   -2.467e-01   -1.411e+00   -3.845e-01   -1.862e+00   1.105e+01   -2.111e-01   -1.894e+00   -0.000e+00   -3.199e-01   -3.342e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.678e+00  2.717e-01   -1.191e+00   -6.200e+00   -6.932e-02   -3.957e-01   1.072e+00   3.250e-01
234   0.420000   25.000000   -1.050e+01   -1.634e+00   -1.948e-01   -1.320e+00   -4.038e-01   -1.892e+00   1.002e+01   -1.943e-01   -1.742e+00   -0.000e+00   -2.572e-01   -3.127e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.544e+00  2.338e-01   -8.807e-01   -5.249e+00   -5.216e-02   -3.408e-01   7.935e-01   2.992e-01
255   0.460000   25.000000   -1.009e+01   -1.964e+00   -1.880e-01   -1.219e+00   -5.037e-01   -2.269e+00   9.672e+00   -1.890e-01   -1.674e+00   -0.000e+00   -2.503e-01   -2.887e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.502e+00  2.074e-01   -8.233e-01   -4.905e+00   -4.686e-02   -3.060e-01   7.511e-01   2.859e-01
276   0.500000   25.000000   -9.964e+00   -2.174e+00   -1.773e-01   -1.194e+00   -5.685e-01   -2.514e+00   9.431e+00   -1.871e-01   -1.653e+00   -0.000e+00   -2.387e-01   -2.829e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.487e+00  2.006e-01   -7.752e-01   -4.795e+00   -4.378e-02   -2.968e-01   7.089e-01   2.819e-01
297   0.540000   25.000000   -1.011e+01   -2.386e+00   -1.753e-01   -1.246e+00   -6.388e-01   -2.766e+00   9.465e+00   -1.929e-01   -1.677e+00   -0.000e+00   -2.400e-01   -2.952e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.533e+00  2.124e-01   -7.906e-01   -5.015e+00   -4.594e-02   -3.194e-01   7.349e-01   2.889e-01
318   0.580000   25.000000   -1.035e+01   -2.631e+00   -1.813e-01   -1.353e+00   -7.236e-01   -3.053e+00   9.763e+00   -2.045e-01   -1.718e+00   -0.000e+00   -2.530e-01   -3.205e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.625e+00  2.362e-01   -8.538e-01   -5.446e+00   -5.257e-02   -3.676e-01   8.213e-01   3.106e-01
339   0.620000   25.000000   -1.081e+01   -2.871e+00   -1.842e-01   -1.458e+00   -8.079e-01   -3.347e+00   1.004e+01   -2.159e-01   -1.794e+00   -0.000e+00   -2.622e-01   -3.453e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.716e+00  2.658e-01   -9.243e-01   -6.004e+00   -5.872e-02   -4.181e-01   8.988e-01   3.307e-01
360   0.660000   25.000000   -1.145e+01   -3.256e+00   -1.957e-01   -1.595e+00   -9.322e-01   -3.808e+00   1.050e+01   -2.319e-01   -1.899e+00   -0.000e+00   -2.827e-01   -3.777e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.843e+00  3.079e-01   -1.055e+00   -6.828e+00   -6.925e-02   -4.913e-01   1.041e+00   3.626e-01
381   0.700000   25.000000   -1.207e+01   -3.793e+00   -2.132e-01   -1.746e+00   -1.109e+00   -4.433e+00   1.120e+01   -2.518e-01   -2.002e+00   -0.000e+00   -3.111e-01   -4.137e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.001e+00  3.554e-01   -1.224e+00   -7.815e+00   -8.347e-02   -5.843e-01   1.244e+00   4.160e-01
402   0.740000   25.000000   -1.275e+01   -4.472e+00   -2.294e-01   -1.844e+00   -1.325e+00   -5.233e+00   1.191e+01   -2.695e-01   -2.115e+00   -0.000e+00   -3.375e-01   -4.369e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.142e+00  3.965e-01   -1.403e+00   -8.837e+00   -9.562e-02   -6.604e-01   1.444e+00   4.592e-01
423   0.780000   25.000000   -1.354e+01   -5.330e+00   -2.434e-01   -1.969e+00   -1.597e+00   -6.245e+00   1.259e+01   -2.899e-01   -2.246e+00   -0.000e+00   -3.612e-01   -4.665e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.304e+00  4.497e-01   -1.594e+00   -1.010e+01   -1.093e-01   -7.585e-01   1.662e+00   5.067e-01
444   0.820000   25.000000   -1.433e+01   -6.503e+00   -2.691e-01   -2.042e+00   -1.984e+00   -7.615e+00   1.354e+01   -3.138e-01   -2.377e+00   -0.000e+00   -4.025e-01   -4.838e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.494e+00  4.935e-01   -1.880e+00   -1.157e+01   -1.263e-01   -8.514e-01   2.005e+00   5.856e-01
465   0.860000   25.000000   -1.503e+01   -7.506e+00   -2.780e-01   -2.073e+00   -2.310e+00   -8.806e+00   1.444e+01   -3.311e-01   -2.493e+00   -0.000e+00   -4.202e-01   -4.911e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.632e+00  5.254e-01   -2.058e+00   -1.280e+01   -1.338e-01   -9.120e-01   2.209e+00   6.246e-01
486   0.900000   25.000000   -1.594e+01   -8.486e+00   -2.830e-01   -2.190e+00   -2.632e+00   -9.975e+00   1.525e+01   -3.538e-01   -2.644e+00   -0.000e+00   -4.324e-01   -5.189e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.812e+00  5.888e-01   -2.247e+00   -1.451e+01   -1.455e-01   -1.030e+00   2.428e+00   6.682e-01
507   0.940000   25.000000   -1.671e+01   -9.408e+00   -2.743e-01   -2.381e+00   -2.982e+00   -1.106e+01   1.623e+01   -3.795e-01   -2.773e+00   -0.000e+00   -4.248e-01   -5.641e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.016e+00  6.712e-01   -2.315e+00   -1.631e+01   -1.554e-01   -1.201e+00   2.560e+00   7.283e-01
528   0.980000   25.000000   -1.757e+01   -1.026e+01   -2.691e-01   -2.518e+00   -3.274e+00   -1.208e+01   1.724e+01   -4.023e-01   -2.915e+00   -0.000e+00   -4.212e-01   -5.965e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.197e+00  7.463e-01   -2.413e+00   -1.818e+01   -1.629e-01   -1.346e+00   2.690e+00   7.663e-01
549   1.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
570   1.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
591   1.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
612   1.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
633   1.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
25   0.020000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
46   0.060000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
67   0.100000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
88   0.140000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
109   0.180000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
130   0.220000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
151   0.260000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
172   0.300000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
193   0.340000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
214   0.380000   35.000000   -9.127e+00   -1.260e+00   7.651e-02   -1.854e+00   -3.007e-01   -1.473e+00   7.638e+00   -1.538e-01   -1.514e+00   -0.000e+00   1.040e-01   -4.392e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.222e+00  2.854e-01   3.095e-01   -3.611e+00   2.963e-02   -3.789e-01   -2.540e-01   6.098e-01
235   0.420000   35.000000   -8.514e+00   -1.817e+00   6.817e-02   -1.642e+00   -4.649e-01   -2.116e+00   7.219e+00   -1.453e-01   -1.412e+00   -0.000e+00   9.413e-02   -3.889e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.155e+00  2.357e-01   2.613e-01   -3.182e+00   2.374e-02   -3.169e-01   -2.171e-01   5.419e-01
256   0.460000   35.000000   -8.096e+00   -2.122e+00   7.273e-02   -1.521e+00   -5.600e-01   -2.468e+00   6.910e+00   -1.397e-01   -1.343e+00   -0.000e+00   1.015e-01   -3.602e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.110e+00  2.076e-01   2.678e-01   -2.909e+00   2.371e-02   -2.823e-01   -2.251e-01   5.096e-01
277   0.500000   35.000000   -7.964e+00   -2.405e+00   7.491e-02   -1.469e+00   -6.446e-01   -2.800e+00   6.778e+00   -1.378e-01   -1.321e+00   -0.000e+00   1.054e-01   -3.480e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.095e+00  1.973e-01   2.737e-01   -2.823e+00   2.379e-02   -2.690e-01   -2.306e-01   4.999e-01
298   0.540000   35.000000   -7.993e+00   -2.769e+00   8.467e-02   -1.494e+00   -7.557e-01   -3.227e+00   6.767e+00   -1.399e-01   -1.326e+00   -0.000e+00   1.207e-01   -3.540e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.112e+00  2.014e-01   3.145e-01   -2.876e+00   2.771e-02   -2.778e-01   -2.681e-01   5.062e-01
319   0.580000   35.000000   -8.107e+00   -3.179e+00   9.590e-02   -1.572e+00   -8.909e-01   -3.705e+00   6.887e+00   -1.454e-01   -1.345e+00   -0.000e+00   1.390e-01   -3.723e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.156e+00  2.149e-01   3.673e-01   -3.032e+00   3.355e-02   -3.036e-01   -3.208e-01   5.117e-01
340   0.620000   35.000000   -8.308e+00   -3.548e+00   1.074e-01   -1.648e+00   -1.011e+00   -4.155e+00   6.967e+00   -1.503e-01   -1.378e+00   -0.000e+00   1.587e-01   -3.905e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.195e+00  2.310e-01   4.298e-01   -3.212e+00   4.018e-02   -3.292e-01   -3.787e-01   5.345e-01
361   0.660000   35.000000   -8.617e+00   -3.991e+00   1.219e-01   -1.770e+00   -1.157e+00   -4.692e+00   7.128e+00   -1.584e-01   -1.430e+00   -0.000e+00   1.837e-01   -4.194e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.259e+00  2.573e-01   5.160e-01   -3.511e+00   4.996e-02   -3.726e-01   -4.619e-01   5.624e-01
382   0.700000   35.000000   -8.904e+00   -4.448e+00   1.419e-01   -1.919e+00   -1.324e+00   -5.235e+00   7.363e+00   -1.676e-01   -1.477e+00   -0.000e+00   2.177e-01   -4.546e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.332e+00  2.881e-01   6.319e-01   -3.838e+00   6.417e-02   -4.273e-01   -5.792e-01   5.914e-01
403   0.740000   35.000000   -9.196e+00   -4.925e+00   1.606e-01   -2.029e+00   -1.487e+00   -5.816e+00   7.557e+00   -1.755e-01   -1.526e+00   -0.000e+00   2.503e-01   -4.808e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.395e+00  3.147e-01   7.505e-01   -4.151e+00   7.805e-02   -4.732e-01   -6.975e-01   6.232e-01
424   0.780000   35.000000   -9.591e+00   -5.534e+00   1.839e-01   -2.174e+00   -1.694e+00   -6.549e+00   7.821e+00   -1.849e-01   -1.591e+00   -0.000e+00   2.909e-01   -5.150e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.470e+00  3.516e-01   9.095e-01   -4.561e+00   9.713e-02   -5.341e-01   -8.538e-01   6.710e-01
