#This table containes the kinematics derivatives, where ds_dkin is the derivative of the cross section
#with respect to the kinematic variable in units of %/mrad or %/MeV
#There are also the relative systematic errors of individual kinematic variables, and the total error added in quadrature
#to see which is the dominant source of the systematics errors
#!ib[i,0]/  pm_bin[f,1]/   thnq_bin[f,2]/   ds_dthe[f,3]/   ds_dphe[f,4]/   ds_def[f,5]/   ds_dthp[f,6]/   ds_dphp[f,7]/  ds_dthb[f,8]/   ds_dphb[f,9]/    ds_dE[f,10]/    sig_the[f,11]/   sig_phe[f,12]/   sig_ef[f,13]/   sig_thp[f,14]/   sig_php[f,15]/  sig_thb[f,16]/   sig_phb[f,17]/    sig_E[f,18]/    sig_the_thp[f,19]/    sig_the_Ef[f,20]/     sig_the_Eb[f,21]/      sig_thp_Ef[f,22]/      sig_thp_Eb[f,23]/      sig_Ef_Eb[f,24]/      sig_tot[f,25]/ 
505   0.940000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
526   0.980000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
547   1.020000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
568   1.060000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
589   1.100000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
610   1.140000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
631   1.180000   5.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
23   0.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
44   0.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
65   0.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
86   0.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
107   0.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
128   0.220000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
149   0.260000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
170   0.300000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
191   0.340000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
212   0.380000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
233   0.420000   15.000000   -1.208e+01   -1.128e+00   -4.449e-01   -9.603e-01   -2.626e-01   -1.306e+00   1.255e+01   -2.359e-01   -2.004e+00   -0.000e+00   -5.700e-01   -2.275e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.875e+00  1.956e-01   -2.244e+00   -7.328e+00   -8.409e-02   -3.010e-01   2.135e+00   5.287e-01
254   0.460000   15.000000   -1.171e+01   -1.214e+00   -4.330e-01   -8.990e-01   -2.936e-01   -1.403e+00   1.212e+01   -2.316e-01   -1.942e+00   -0.000e+00   -5.607e-01   -2.130e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.841e+00  1.775e-01   -2.140e+00   -6.973e+00   -7.743e-02   -2.766e-01   2.062e+00   5.401e-01
275   0.500000   15.000000   -1.167e+01   -1.374e+00   -4.275e-01   -8.846e-01   -3.449e-01   -1.590e+00   1.191e+01   -2.321e-01   -1.936e+00   -0.000e+00   -5.622e-01   -2.096e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.845e+00  1.741e-01   -2.139e+00   -6.967e+00   -7.640e-02   -2.728e-01   2.071e+00   5.495e-01
296   0.540000   15.000000   -1.200e+01   -1.536e+00   -4.456e-01   -9.282e-01   -3.976e-01   -1.780e+00   1.211e+01   -2.429e-01   -1.990e+00   -0.000e+00   -5.957e-01   -2.199e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.931e+00  1.878e-01   -2.330e+00   -7.496e+00   -8.494e-02   -2.996e-01   2.297e+00   6.057e-01
317   0.580000   15.000000   -1.240e+01   -1.647e+00   -4.752e-01   -1.032e+00   -4.376e-01   -1.911e+00   1.264e+01   -2.616e-01   -2.058e+00   -0.000e+00   -6.466e-01   -2.446e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.079e+00  2.160e-01   -2.615e+00   -8.346e+00   -1.026e-01   -3.589e-01   2.685e+00   7.174e-01
338   0.620000   15.000000   -1.314e+01   -1.845e+00   -5.002e-01   -1.138e+00   -5.034e-01   -2.148e+00   1.320e+01   -2.787e-01   -2.181e+00   -0.000e+00   -6.925e-01   -2.697e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.215e+00  2.524e-01   -2.967e+00   -9.422e+00   -1.211e-01   -4.216e-01   3.064e+00   7.734e-01
359   0.660000   15.000000   -1.411e+01   -2.071e+00   -5.491e-01   -1.270e+00   -5.764e-01   -2.416e+00   1.404e+01   -3.048e-01   -2.341e+00   -0.000e+00   -7.697e-01   -3.009e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.423e+00  3.023e-01   -3.541e+00   -1.106e+01   -1.502e-01   -5.144e-01   3.725e+00   8.892e-01
380   0.700000   15.000000   -1.502e+01   -2.451e+00   -6.052e-01   -1.432e+00   -6.956e-01   -2.860e+00   1.508e+01   -3.346e-01   -2.491e+00   -0.000e+00   -8.561e-01   -3.393e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.659e+00  3.628e-01   -4.191e+00   -1.292e+01   -1.884e-01   -6.368e-01   4.548e+00   1.047e+00
401   0.740000   15.000000   -1.588e+01   -2.942e+00   -6.298e-01   -1.601e+00   -8.497e-01   -3.434e+00   1.604e+01   -3.572e-01   -2.634e+00   -0.000e+00   -8.972e-01   -3.794e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.839e+00  4.288e-01   -4.644e+00   -1.459e+01   -2.207e-01   -7.600e-01   5.088e+00   1.119e+00
422   0.780000   15.000000   -1.667e+01   -3.424e+00   -6.373e-01   -1.773e+00   -9.992e-01   -4.002e+00   1.675e+01   -3.744e-01   -2.766e+00   -0.000e+00   -9.131e-01   -4.200e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.976e+00  4.985e-01   -4.963e+00   -1.606e+01   -2.487e-01   -8.819e-01   5.428e+00   1.137e+00
443   0.820000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
464   0.860000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
485   0.900000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
506   0.940000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
527   0.980000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
548   1.020000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
569   1.060000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
590   1.100000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
611   1.140000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
632   1.180000   15.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
24   0.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
45   0.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
66   0.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
87   0.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
108   0.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
129   0.220000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
150   0.260000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
171   0.300000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
192   0.340000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
213   0.380000   25.000000   -1.137e+01   -1.586e+00   -2.253e-01   -1.459e+00   -3.774e-01   -1.837e+00   1.091e+01   -2.082e-01   -1.887e+00   -0.000e+00   -2.924e-01   -3.457e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.655e+00  2.799e-01   -1.084e+00   -6.090e+00   -6.554e-02   -4.037e-01   9.663e-01   3.254e-01
234   0.420000   25.000000   -1.054e+01   -1.747e+00   -2.017e-01   -1.303e+00   -4.342e-01   -2.022e+00   1.008e+01   -1.956e-01   -1.748e+00   -0.000e+00   -2.662e-01   -3.088e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.555e+00  2.316e-01   -9.142e-01   -5.301e+00   -5.330e-02   -3.388e-01   8.265e-01   2.991e-01
255   0.460000   25.000000   -1.011e+01   -1.941e+00   -1.889e-01   -1.221e+00   -4.969e-01   -2.243e+00   9.683e+00   -1.891e-01   -1.677e+00   -0.000e+00   -2.513e-01   -2.892e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.503e+00  2.081e-01   -8.281e-01   -4.916e+00   -4.714e-02   -3.068e-01   7.545e-01   2.863e-01
276   0.500000   25.000000   -9.969e+00   -2.181e+00   -1.787e-01   -1.192e+00   -5.709e-01   -2.523e+00   9.437e+00   -1.873e-01   -1.654e+00   -0.000e+00   -2.405e-01   -2.825e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.489e+00  2.005e-01   -7.818e-01   -4.803e+00   -4.406e-02   -2.967e-01   7.152e-01   2.821e-01
297   0.540000   25.000000   -1.011e+01   -2.400e+00   -1.767e-01   -1.243e+00   -6.434e-01   -2.782e+00   9.477e+00   -1.930e-01   -1.678e+00   -0.000e+00   -2.419e-01   -2.944e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.534e+00  2.120e-01   -7.974e-01   -5.020e+00   -4.618e-02   -3.187e-01   7.411e-01   2.891e-01
318   0.580000   25.000000   -1.035e+01   -2.646e+00   -1.805e-01   -1.352e+00   -7.282e-01   -3.071e+00   9.757e+00   -2.045e-01   -1.717e+00   -0.000e+00   -2.519e-01   -3.202e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.625e+00  2.359e-01   -8.496e-01   -5.443e+00   -5.230e-02   -3.673e-01   8.177e-01   3.104e-01
339   0.620000   25.000000   -1.081e+01   -2.873e+00   -1.833e-01   -1.459e+00   -8.079e-01   -3.349e+00   1.003e+01   -2.159e-01   -1.793e+00   -0.000e+00   -2.608e-01   -3.456e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.716e+00  2.658e-01   -9.187e-01   -6.001e+00   -5.844e-02   -4.185e-01   8.939e-01   3.304e-01
360   0.660000   25.000000   -1.145e+01   -3.256e+00   -1.962e-01   -1.593e+00   -9.328e-01   -3.808e+00   1.051e+01   -2.318e-01   -1.899e+00   -0.000e+00   -2.834e-01   -3.775e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.842e+00  3.076e-01   -1.058e+00   -6.825e+00   -6.938e-02   -4.908e-01   1.043e+00   3.625e-01
381   0.700000   25.000000   -1.207e+01   -3.812e+00   -2.133e-01   -1.744e+00   -1.114e+00   -4.455e+00   1.120e+01   -2.519e-01   -2.002e+00   -0.000e+00   -3.115e-01   -4.130e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.002e+00  3.548e-01   -1.225e+00   -7.818e+00   -8.342e-02   -5.836e-01   1.246e+00   4.166e-01
402   0.740000   25.000000   -1.277e+01   -4.468e+00   -2.308e-01   -1.844e+00   -1.324e+00   -5.229e+00   1.192e+01   -2.699e-01   -2.118e+00   -0.000e+00   -3.395e-01   -4.369e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.145e+00  3.971e-01   -1.413e+00   -8.862e+00   -9.620e-02   -6.614e-01   1.455e+00   4.608e-01
423   0.780000   25.000000   -1.357e+01   -5.389e+00   -2.485e-01   -1.953e+00   -1.615e+00   -6.314e+00   1.264e+01   -2.904e-01   -2.251e+00   -0.000e+00   -3.685e-01   -4.626e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.308e+00  4.468e-01   -1.630e+00   -1.013e+01   -1.105e-01   -7.534e-01   1.699e+00   5.111e-01
444   0.820000   25.000000   -1.430e+01   -6.526e+00   -2.651e-01   -2.038e+00   -1.992e+00   -7.643e+00   1.350e+01   -3.127e-01   -2.372e+00   -0.000e+00   -3.968e-01   -4.828e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.485e+00  4.913e-01   -1.849e+00   -1.150e+01   -1.242e-01   -8.468e-01   1.970e+00   5.790e-01
465   0.860000   25.000000   -1.496e+01   -7.408e+00   -2.683e-01   -2.100e+00   -2.281e+00   -8.692e+00   1.434e+01   -3.291e-01   -2.482e+00   -0.000e+00   -4.057e-01   -4.976e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.616e+00  5.299e-01   -1.979e+00   -1.266e+01   -1.309e-01   -9.185e-01   2.120e+00   6.099e-01
486   0.900000   25.000000   -1.593e+01   -8.451e+00   -2.828e-01   -2.198e+00   -2.621e+00   -9.935e+00   1.523e+01   -3.536e-01   -2.643e+00   -0.000e+00   -4.323e-01   -5.207e-01   -0.000e+00   -0.000e+00   0.000e+00   -2.810e+00  5.906e-01   -2.246e+00   -1.449e+01   -1.460e-01   -1.033e+00   2.427e+00   6.675e-01
507   0.940000   25.000000   -1.672e+01   -9.328e+00   -2.729e-01   -2.398e+00   -2.950e+00   -1.097e+01   1.617e+01   -3.793e-01   -2.774e+00   -0.000e+00   -4.222e-01   -5.680e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.015e+00  6.761e-01   -2.301e+00   -1.631e+01   -1.555e-01   -1.208e+00   2.542e+00   7.244e-01
528   0.980000   25.000000   -1.754e+01   -1.008e+01   -2.556e-01   -2.594e+00   -3.217e+00   -1.188e+01   1.711e+01   -4.013e-01   -2.911e+00   -0.000e+00   -4.003e-01   -6.145e-01   -0.000e+00   -0.000e+00   0.000e+00   -3.189e+00  7.674e-01   -2.289e+00   -1.811e+01   -1.595e-01   -1.383e+00   2.550e+00   7.479e-01
549   1.020000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
570   1.060000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
591   1.100000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
612   1.140000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
633   1.180000   25.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
25   0.020000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
46   0.060000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
67   0.100000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
88   0.140000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
109   0.180000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
130   0.220000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
151   0.260000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
172   0.300000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
193   0.340000   35.000000   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan   nan  nan   nan   nan   nan   nan   nan   nan
214   0.380000   35.000000   -9.322e+00   -2.448e+00   4.501e-02   -1.770e+00   -6.211e-01   -2.842e+00   7.964e+00   -1.583e-01   -1.547e+00   -0.000e+00   6.083e-02   -4.193e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.258e+00  2.783e-01   1.849e-01   -3.796e+00   1.654e-02   -3.723e-01   -1.529e-01   5.596e-01
235   0.420000   35.000000   -8.583e+00   -1.874e+00   6.217e-02   -1.636e+00   -4.795e-01   -2.181e+00   7.294e+00   -1.466e-01   -1.424e+00   -0.000e+00   8.561e-02   -3.875e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.165e+00  2.368e-01   2.395e-01   -3.236e+00   2.151e-02   -3.186e-01   -1.993e-01   5.350e-01
256   0.460000   35.000000   -8.113e+00   -2.094e+00   7.048e-02   -1.518e+00   -5.515e-01   -2.436e+00   6.933e+00   -1.401e-01   -1.346e+00   -0.000e+00   9.828e-02   -3.597e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.113e+00  2.078e-01   2.599e-01   -2.924e+00   2.292e-02   -2.826e-01   -2.186e-01   5.063e-01
277   0.500000   35.000000   -7.958e+00   -2.425e+00   7.552e-02   -1.468e+00   -6.497e-01   -2.823e+00   6.772e+00   -1.377e-01   -1.320e+00   -0.000e+00   1.063e-01   -3.477e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.094e+00  1.970e-01   2.759e-01   -2.819e+00   2.398e-02   -2.686e-01   -2.325e-01   5.004e-01
298   0.540000   35.000000   -8.004e+00   -2.790e+00   8.372e-02   -1.491e+00   -7.615e-01   -3.253e+00   6.778e+00   -1.398e-01   -1.328e+00   -0.000e+00   1.193e-01   -3.533e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.111e+00  2.013e-01   3.114e-01   -2.878e+00   2.734e-02   -2.770e-01   -2.649e-01   5.070e-01
319   0.580000   35.000000   -8.113e+00   -3.178e+00   9.584e-02   -1.572e+00   -8.909e-01   -3.703e+00   6.887e+00   -1.454e-01   -1.346e+00   -0.000e+00   1.389e-01   -3.723e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.156e+00  2.150e-01   3.674e-01   -3.034e+00   3.353e-02   -3.036e-01   -3.206e-01   5.124e-01
340   0.620000   35.000000   -8.314e+00   -3.564e+00   1.061e-01   -1.646e+00   -1.016e+00   -4.175e+00   6.967e+00   -1.510e-01   -1.379e+00   -0.000e+00   1.568e-01   -3.900e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.200e+00  2.308e-01   4.249e-01   -3.229e+00   3.964e-02   -3.303e-01   -3.758e-01   5.288e-01
361   0.660000   35.000000   -8.617e+00   -3.997e+00   1.218e-01   -1.770e+00   -1.159e+00   -4.699e+00   7.128e+00   -1.585e-01   -1.430e+00   -0.000e+00   1.835e-01   -4.194e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.260e+00  2.573e-01   5.156e-01   -3.513e+00   4.991e-02   -3.729e-01   -4.618e-01   5.616e-01
382   0.700000   35.000000   -8.898e+00   -4.447e+00   1.424e-01   -1.920e+00   -1.324e+00   -5.234e+00   7.357e+00   -1.675e-01   -1.476e+00   -0.000e+00   2.185e-01   -4.548e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.331e+00  2.881e-01   6.337e-01   -3.833e+00   6.444e-02   -4.273e-01   -5.809e-01   5.921e-01
403   0.740000   35.000000   -9.196e+00   -4.899e+00   1.606e-01   -2.035e+00   -1.479e+00   -5.787e+00   7.552e+00   -1.754e-01   -1.526e+00   -0.000e+00   2.503e-01   -4.821e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.394e+00  3.156e-01   7.505e-01   -4.149e+00   7.827e-02   -4.743e-01   -6.971e-01   6.248e-01
424   0.780000   35.000000   -9.580e+00   -5.527e+00   1.851e-01   -2.176e+00   -1.692e+00   -6.543e+00   7.804e+00   -1.849e-01   -1.589e+00   -0.000e+00   2.929e-01   -5.154e-01   -0.000e+00   -0.000e+00   0.000e+00   -1.470e+00  3.515e-01   9.148e-01   -4.556e+00   9.790e-02   -5.345e-01   -8.599e-01   6.714e-01
